RUN	com.eurobits.gatling.agregador.simulations.AggRestSimulation	aggrestsimulation	1597662224025	 	3.3.1
REQUEST	174		requestAggregation_fintonic_products	1597662242417	1597662242583	OK	 
USER	AggRestSimulationFintonicProducts	179	START	1597662242615	1597662242615
USER	AggRestSimulationFintonicProducts	180	START	1597662242656	1597662242656
REQUEST	178		requestAggregation_fintonic_products	1597662242574	1597662242671	OK	 
REQUEST	175		requestAggregation_fintonic_products	1597662242458	1597662242679	OK	 
REQUEST	176		requestAggregation_fintonic_products	1597662242499	1597662242679	OK	 
USER	AggRestSimulationFintonicProducts	181	START	1597662242697	1597662242697
USER	AggRestSimulationFintonicProducts	182	START	1597662242738	1597662242738
REQUEST	177		requestAggregation_fintonic_products	1597662242539	1597662242747	OK	 
USER	AggRestSimulationFintonicProducts	183	START	1597662242773	1597662242773
REQUEST	179		requestAggregation_fintonic_products	1597662242615	1597662242773	OK	 
REQUEST	180		requestAggregation_fintonic_products	1597662242657	1597662242814	OK	 
USER	AggRestSimulationFintonicProducts	184	START	1597662242814	1597662242814
USER	AggRestSimulationFintonicProducts	185	START	1597662242855	1597662242855
REQUEST	181		requestAggregation_fintonic_products	1597662242698	1597662242861	OK	 
REQUEST	183		requestAggregation_fintonic_products	1597662242774	1597662242890	OK	 
USER	AggRestSimulationFintonicProducts	186	START	1597662242896	1597662242896
USER	AggRestSimulationFintonicProducts	187	START	1597662242937	1597662242937
REQUEST	182		requestAggregation_fintonic_products	1597662242739	1597662242970	OK	 
USER	AggRestSimulationFintonicProducts	188	START	1597662242978	1597662242978
